foodId,foodName,calories,protein,fat,carbs
01B10488,"Chai latte, chai mix porból és normál zsíros tehéntejből készül",97,4,3.8,12.2
01B10489,"Chai latte, chai mix porból és csökkentett zsírtartalmú tehéntejből készül",79,4.4,1.8,11.5
01B10490,"Chai latte, chai mix porból és sovány tehéntejből készül",66,4.2,0.7,11.1
01B10491,"Chai latte, chai mix porból és szójatejből készül",82,3.9,2.4,11.2
01B10303,"Kávé, instant, száraz por vagy granulátum",165,16.1,0.6,11.2
01B10301,"Kávé, fekete, instant kávéporból, tej nélkül",1,0.1,0,0.1
01B10396,"Kávé, fehér, instant kávéporból, normál zsíros tehéntejből",63,3.2,3.1,5.5
01B10405,"Kávé, fehér, instant kávéporból, tehéntejből, további meghatározása nélkül",52,3.3,2.1,5.1
01B10306,"Kávé, instant, száraz por vagy granulátum, koffeinmentes",148,16.1,0.2,10.5
01B10305,"Kávé, fekete, instant kávéporból, koffeinmentes, tej nélkül",1,0.1,0,0.1
01B10479,"Kávé, fehér, instant kávéporból, koffeinmentes, tehéntejjel elkészítve, tovább nem definiálva",52,3.3,2.1,5.1
01B10325,"Kávé, eszpresszó stílusú, tej nélkül",2,0.1,0.2,0
01B10471,"Kávé, eszpresszó stílusú, koffeinmentes, tej nélkül",2,0.1,0.2,0
01B10402,"Kávé, őrölt kávészemből, normál zsíros kávéfehérítővel",13,0.2,0.8,1.4
01B10302,"Kávé, instant vagy őrölt babból, török, tej nélkül, hozzáadott cukorral",25,0.1,0.2,6
01B10363,"Kávé, cappuccino, őrölt kávébabból, normál zsíros tehéntejjel",53,2.6,2.6,4.8
01B10399,"Kávé, cappuccino, őrölt kávészemből, dupla lövés, normál zsíros tehéntejjel",37,1.8,1.9,3.4
01B10364,"Kávé, cappuccino, őrölt kávébabból, csökkentett zsírtartalmú tehéntejjel",38,2.9,1.1,4.3
01B10470,"Kávé, cappuccino, őrölt kávészemből, dupla lövés, csökkentett zsírtartalmú tehéntejjel",27,2,0.8,3
01B10365,"Kávé, cappuccino, őrölt kávébabból, sovány tehéntejjel",28,2.7,0.2,4
01B10394,"Kávé, cappuccino, őrölt kávészemből, dupla lövés, sovány tehéntejjel",20,1.9,0.2,2.8
01B10366,"Kávé, cappuccino, őrölt kávébabból, tehéntejjel, további meghatározása nélkül",44,2.7,1.8,4.5
01B10367,"Kávé, cappuccino, őrölt kávébabból, normál zsíros szójatejjel",47,2.9,2.1,3.9
01B10368,"Kávé, cappuccino, őrölt kávébabból, csökkentett zsírtartalmú szójatejjel",31,1.9,0.8,3.8
01B10468,"Kávé, cappuccino, őrölt kávészemből, rizstejjel",48,0.3,0.8,10
01B10339,"Kávé, lapos fehér vagy tejeskávé, őrölt kávébabból, normál zsírtartalmú tehéntejjel",54,2.7,2.8,4.8
01B10406,"Kávé, lapos fehér vagy tejeskávé, őrölt kávészemből, dupla lövés, normál zsíros tehéntejjel",42,2.1,2.2,3.6
01B10340,"Kávé, lapos fehér vagy tejeskávé, őrölt kávébabból, csökkentett zsírtartalmú tehéntejjel",38,3,1.1,4.2
01B10401,"Kávé, lapos fehér vagy tejeskávé, őrölt kávészemből, dupla lövés, csökkentett zsírtartalmú tehéntejjel",30,2.3,0.9,3.2
01B10342,"Kávé, lapos fehér vagy tejeskávé, őrölt kávébabból, sovány tehéntejjel",28,2.9,0.1,3.9
01B10412,"Kávé, lapos fehér vagy tejeskávé, őrölt kávészemből, dupla lövés, sovány tehéntejjel",22,2.2,0.1,2.9
01B10375,"Kávé, lapos fehér vagy tejeskávé, őrölt kávébabból, tehéntejjel, további meghatározása nélkül",45,2.8,1.8,4.4
01B10343,"Kávé, lapos fehér vagy tejeskávé, őrölt kávébabból, normál zsírtartalmú szójatejjel",49,3.1,2.2,3.8
01B10354,"Kávé, lapos fehér vagy tejeskávé, őrölt kávébabból, csökkentett zsírtartalmú szójatejjel",31,2,0.8,3.7
01B10410,"Kávé, cappuccino, lapos fehér vagy tejeskávé, őrölt kávébabból, dupla lövés, tehéntejjel, további meghatározása nélkül",31,1.9,1.3,3.2
01B10409,"Kávé, cappuccino, lapos fehér vagy latte, őrölt kávébabból, dupla shot, szójatejjel, nem definiálva",32,2,1.2,3
01B10466,"Kávé, cappuccino, lapos fehér vagy tejeskávé, őrölt kávészemből, félreszelve, normál zsíros tehéntejjel",61,3,3.1,5.6
01B10467,"Kávé, cappuccino, lapos fehér vagy tejeskávé, őrölt kávébabból, félreszelve, csökkentett zsírtartalmú tehéntejjel",42,3.3,1.2,4.6
01B10421,"Kávé, cappuccino, lapos fehér vagy tejeskávé, őrölt kávészemből, félig leöntve, sovány tehéntejjel",31,3.2,0.1,4.3
01B10420,"Kávé, cappuccino, lapos fehér vagy tejeskávé, őrölt kávébabból, félreszelve, szójatejjel, tovább nem definiálva",55,3.4,2.5,4.5
01B10377,"Kávé, cappuccino, lapos fehér vagy latte, őrölt kávébabból, koffeinmentes, normál zsíros tehéntejjel",54,2.7,2.8,4.8
01B10378,"Kávé, cappuccino, lapos fehér vagy latte, őrölt kávébabból, koffeinmentes, csökkentett zsírtartalmú tehéntejjel",38,3,1.1,4.2
01B10469,"Kávé, cappuccino, lapos fehér vagy latte, őrölt kávébabból, koffeinmentes, sovány tehéntejjel",27,2.7,0.1,4
01B10474,"Kávé, cappuccino, lapos fehér vagy tejeskávé, őrölt kávébabból, koffeinmentes, szójatejjel, tovább nem definiálva",41,2.6,1.5,3.9
01B10344,"Kávé, macchiato, őrölt kávébabból, normál zsíros tehéntejjel",13,0.7,0.7,1
01B10345,"Kávé, macchiato, őrölt kávébabból, csökkentett zsírtartalmú tehéntejjel",10,0.7,0.4,0.9
01B10346,"Kávé, macchiato, őrölt kávébabból, sovány tehéntejjel",7,0.7,0.2,0.8
01B10359,"Kávé, macchiato, őrölt kávébabból, tehéntejjel, további meghatározása nélkül",11,0.7,0.5,0.9
01B10358,"Kávé, macchiato, őrölt kávébabból, szójatejjel, további meghatározása nélkül",10,0.6,0.5,0.8
01B10379,"Kávé, macchiato, őrölt kávébabból, koffeinmentes, normál zsíros tehéntejjel",12,0.6,0.6,1.1
01B10380,"Kávé, macchiato, őrölt kávébabból, koffeinmentes, csökkentett zsírtartalmú tehéntejjel",9,0.7,0.2,0.9
01B10348,"Kávé, mokka, őrölt kávébabból, normál zsíros tehéntejjel",71,2.9,2.9,8.7
01B10349,"Kávé, mokka, őrölt kávébabból, csökkentett zsírtartalmú tehéntejjel",56,3.2,1.3,8.1
01B10350,"Kávé, mokka, őrölt kávébabból, sovány tehéntejjel",46,3,0.4,7.9
01B10362,"Kávé, mokka, őrölt kávébabból, tehéntejjel, további meghatározása nélkül",63,3,2,8.4
01B10478,"Kávé, mokka, őrölt kávébabból, dupla lövés, tehéntejjel tovább nem definiálva",53,2.4,1.6,7.4
01B10361,"Kávé, mokka, őrölt kávébabból, szójatejjel, további meghatározása nélkül",59,2.8,1.8,7.9
01B10381,"Kávé, mokkás, őrölt kávébabból, koffeinmentesen, normál zsíros tehéntejjel",71,2.9,2.9,8.8
01B10382,"Kávé, mokka, őrölt kávébabból, koffeinmentes, csökkentett zsírtartalmú tehéntejjel",56,3.2,1.3,8.1
01B10300,"Kávé, hosszú fekete stílusban, őrölt kávészemből, tej nélkül",1,0.1,0,0.1
01B10398,"Kávé, hosszú fekete fazon, őrölt kávészemből, dupla lövés, tej nélkül",1,0,0.1,0
01B10475,"Kávé, hosszú fekete fazon, őrölt kávészemből, félretten, tej nélkül",0,0,0,0
01B10304,"Kávé, hosszú fekete stílusban, őrölt babból, koffeinmentes, tej nélkül",1,0.1,0,0.1
01B10307,"Kávépótló, gabonapelyhekből készült ital, száraz por vagy granulátum",364,4.3,1.1,80
01B10494,"Kávé, pótkávéporból és vízből készült, hozzáadott tej nélkül",11,0.1,0,2.4
01B10309,"Kávé és cikória esszencia, koncentrátum",213,1.6,0.2,53.5
01B10308,"Kávékeverék italfehérítővel és cukorral, száraz porral",458,8.4,29.2,41
01B10416,"Kávé, cukorral és fehérítővel készült kávékeverékből, hozzáadott tej nélkül",23,0.4,1.5,2
01B10422,"Kávékeverék italfehérítővel és intenzív édesítőszerrel, száraz por",458,22.4,24.7,38.9
01B10417,"Kávé, kávékeverékből készült, intenzív édesítő- és fehérítőszerrel, hozzáadott tej nélkül",37,1.8,2,3.2
01B10483,"Kávékeverék italfehérítővel és cukorral, koffeinmentes, száraz porral",458,8.4,29.2,41
01B10484,"Kávé, koffeinmentes kávékeverékből, cukorral és fehérítővel, hozzáadott tej nélkül",23,0.4,1.5,2
01B10418,"Kávékeverékből készített kávé, tovább nem definiálva, hozzáadott tej nélkül",27,0.8,1.6,2.4
01B10310,Kávé és tej koncentrátum,297,8.6,6.9,50.7
01B10562,"Kávé, kávé- és tejkoncentrátumból készült, hozzáadott tej nélkül",30,0.9,0.7,5.1
01B10324,"Kávéfehérítő, száraz por",543,4.8,35.5,54.9
01B10544,"Kávé, nincs tovább definiálva",11,0.7,0.4,1.1
01B20380,"Szívélyes alap, 25% citrus gyümölcslé (narancs és citrom), normál",145,0,0,37.3
01B20382,"Szívélyes alap, 40% citrus gyümölcslé (narancs, citrom vagy lime), normál",158,0.2,0,40.2
01B20381,"Szívélyes alap, 25% nem citrusos gyümölcslé (alma és bogyó), normál",145,0,0,37.3
01B20383,"Szívélyes alap, 40% nem citrusos gyümölcslé (alma és bogyó), normál",145,0.1,0,37.3
01B20433,"Szívélyes alap, alma és bogyó, rendes",145,0.1,0,37.3
01B20379,"Szívélyes alap, feketeribizlilé, rendes",221,0.1,0,57
01B20477,"Szívélyes alap, gyümölcspohár vagy trópusi, szabályos",145,0,0,37.3
01B20505,"Szívélyes alap, gyömbér, rendes",207,0.2,0.1,53.2
12A10099,"Szívélyes alap, grenadin szirup",177,0,0,46.2
01B20431,"Szívélyes alap, citromos, rendes",155,0.2,0,39.6
01B20403,"Szívélyes alap, lime vagy zöld, szabályos",162,0.1,0,40.9
01B20430,"Szívélyes alap, narancs vagy narancs és mangó, normál",155,0.2,0,39.6
01B20384,"Szívélyes alap, 25% citrusgyümölcslé (narancs vagy citrom), intenzíven édesítve vagy diétás",7,0,0,1.2
01B20385,"Szívélyes alap, alma és bogyó, intenzíven édesítve vagy diétás",7,0,0,1.2
01B20512,"Szívélyes alap, feketeribizlilé, intenzív édesítés vagy diétás",45,0.1,0,11
01B20479,"Szívélyes alap, gyümölcspohár vagy trópusi, intenzív édesítés vagy diétás",7,0,0,1.2
01B20424,"Szívélyes alap, citromos, intenzív édesítés vagy diétás",7,0,0,1.2
01B20432,"Szívélyes alap, lime vagy zöld, intenzív édesítés vagy diétás",5,0.1,0,1.2
01B20422,"Szívélyes alap, narancs vagy narancs és mangó, intenzíven édesítve vagy diétás",7,0,0,1.2
01B20411,"Szívélyes, 25%-os citrusgyümölcslé, normál, ajánlott hígítású",34,0,0,8.7
01B20413,"Szívélyes, 40%-os citrusgyümölcslé, normál, ajánlott hígítású",37,0,0,9.4
01B20412,"Szívélyes, 25%-os nem citrusos gyümölcslé, normál, ajánlott hígítású",34,0,0,8.7
01B20414,"Szívélyes, 40%-os nem citrusos gyümölcslé, normál, ajánlott hígítású",34,0,0,8.7
01B20494,"Szívélyes, almás és bogyós, normál, az ajánlottnál erősebb hígítás",42,0,0,10.7
01B20439,"Szívélyes, almás és bogyós, normál, ajánlott hígítású",34,0,0,8.7
01B20472,"Szívélyes, almás és bogyós, normál, az ajánlottnál gyengébb hígítású",25,0,0,6.4
01B20475,"Szívélyes, feketeribizlilé, rendes, az ajánlottnál erősebb hígításban",55,0,0,14.1
01B20410,"Szívélyes, feketeribizlilé, rendszeres, ajánlott hígítású",46,0,0,11.8
01B20476,"Szívélyes, feketeribizlilé, rendes, az ajánlottnál gyengébb hígítású",35,0,0,9
01B20493,"Szívélyes, gyümölcspohár vagy trópusi, szabályos, az ajánlottnál erősebb hígítású",42,0,0,10.7
01B20458,"Szívélyes, gyümölcspohár vagy trópusi, szabályos, ajánlott hígítású",34,0,0,8.7
01B20473,"Szívélyes, gyümölcspohár vagy trópusi, szabályos, az ajánlottnál gyengébb hígítású",25,0,0,6.4
01B20506,"Szívélyes, gyömbéres, rendszeres, ajánlott hígítású",48,0,0,12.4
01B20435,"Szívélyes, citromos, normál, ajánlott hígítású",36,0,0,9.3
01B20474,"Szívélyes, citromos, normál, az ajánlottnál gyengébb hígítású",27,0,0,6.8
01B20492,"Szívélyes, lime vagy zöld, szabályos, az ajánlott hígításnál erősebb",47,0,0,11.8
01B20417,"Szívélyes, lime vagy zöld, szabályos, ajánlott hígítású",38,0,0,9.6
01B20460,"Szívélyes, lime vagy zöld, szabályos, az ajánlottnál gyengébb hígítású",28,0,0,7
01B20471,"Szívélyes, narancs vagy narancs és mangó, normál, az ajánlottnál erősebb hígítású",45,0,0,11.4
01B20434,"Szívélyes, narancs vagy narancs és mangó, normál, ajánlott hígítású",36,0,0,9.3
01B20448,"Szívélyes, narancs vagy narancs és mangó, normál, az ajánlottnál gyengébb hígítású",27,0,0,6.8
01B20416,"Szívélyes, almás és bogyós, intenzíven édesített vagy diétás, ajánlott hígítás",1,0,0,0.2
01B20513,"Szívélyes, feketeribizlilé, intenzíven édesített vagy diétás, ajánlott hígítással",8,0,0,1.9
01B20415,"Szívélyes, 25%-os citrus gyümölcslé, intenzíven édesített vagy diétás, ajánlott hígítás",1,0,0,0.2
01B20480,"Szívélyes, gyümölcspohár vagy trópusi, intenzíven édesített, ajánlott hígítású",1,0,0,0.2
01B20437,"Szívélyes, citromos, intenzíven édesített vagy diétás, ajánlott hígítás",1,0,0,0.2
01B20438,"Szívélyes, lime vagy zöld, intenzíven édesített vagy diétás, ajánlott hígítással",1,0,0,0.2
01B20436,"Szívélyes, narancs vagy narancs és mangó, intenzíven édesített vagy diétás, ajánlott hígítás",1,0,0,0.2
01B20378,"Gyümölcsital, száraz alapból, normál, ajánlott hígítású",34,0,0,8.9
01B20497,"Gyümölcsital, aloe vera, reklám",42,0,0.1,10.5
01B20440,"Gyümölcsital, almalé, reklám",43,0.1,0,10.9
01B20407,"Gyümölcsital, 25% almalé, kereskedelmi",39,0,0,9.8
01B20372,"Gyümölcsital, 35% almalé, kereskedelmi, hozzáadott C-vitamin",46,0.1,0,11.9
01B20449,"Gyümölcsital, alma és feketeribizli, reklám",36,0,0,9.2
01B20488,"Gyümölcsital, alma és mangó, reklám",44,0.2,0,11
01B20404,"Gyümölcsital, sárgabaracklé, reklám",53,0.3,0,12.9
01B30322,"Gyümölcsital, feketeribizli, reklám",43,0.1,0.4,9.7
01B20442,"Gyümölcsital, áfonya, reklám",48,0.1,0.1,12.1
01B20443,"Gyümölcsital, áfonya és feketeribizli, reklám",47,0,0.1,12.1
01B20496,"Gyümölcsital, guava, reklám",49,0.2,0.2,11
01B20373,"Gyümölcsital, citrom vagy limelé, reklám",48,0.2,0.1,10.6
01B30376,"Gyümölcsital, mangó, reklám",47,0.4,0.1,11.2
01B20408,"Gyümölcsital, 25% narancslé, kereskedelmi",42,0.2,0,10.4
01B20419,"Gyümölcsital, 25% narancslé, kereskedelmi, hozzáadott C-vitamin",42,0.2,0,10.4
01B20374,"Gyümölcsital, 35% narancslé, kereskedelmi, hozzáadott C-vitamin",42,0.2,0,10.4
01B20441,"Gyümölcsital, narancslé, reklám",42,0.2,0,10.4
01B20375,"Gyümölcsital, narancs- és mangólevek, reklám",45,0.3,0,11.1
01B20376,"Gyümölcsital, ananászlé, reklám",46,0.1,0,11.6
01B20377,"Gyümölcsital, trópusi stílusú, reklám",36,0,0,9
01B20490,"Gyümölcslé, csecsemő, alma vagy körte, kereskedelmi",16,0.1,0,3.8
01B20491,"Gyümölcslé, csecsemő, narancs vagy trópusi, kereskedelmi",19,0.2,0,4.3
01B30392,"Gyümölcslé, aloe vera, reklám",1,0.2,0,0
01B30321,"Gyümölcslé, alma, kereskedelmi, hozzáadott C-vitamin",29,0.2,0,7
01B30355,"Gyümölcslé, alma, kereskedelmi, hozzáadott C-vitamin nélkül",29,0.2,0,7
01B30356,"Gyümölcslé, alma, reklám",29,0.2,0,7
01B30344,"Gyümölcslé, alma, kereskedelmi, hozzáadott C-, E-vitamin, folsav és rost",30,0.2,0,7
01B30371,"Gyümölcslé, alma, házi facsart",57,0.3,0.2,12.5
01B30350,"Gyümölcslé, alma, pezsgő, kereskedelmi, hozzáadott C-vitamin",38,0,0,9.5
01B30348,"Gyümölcslé, alma, pezsgő, kereskedelmi, hozzáadott C-vitamin nélkül",41,0,0,10.3
01B30357,"Gyümölcslé, alma, pezsgő, reklám",38,0,0,9.7
01B30384,"Gyümölcslé, alma és bogyók, házilag facsart",54,0.4,0.2,11.8
